iter	MultiClass
201	0.1825336219
202	0.1813117396
203	0.1800615242
204	0.1794798757
205	0.1791499088
206	0.1782736433
207	0.1778606835
208	0.1767793624
209	0.1758983861
210	0.1751615752
211	0.1740363227
212	0.1725885589
213	0.1719907588
214	0.1707765743
215	0.1699215184
216	0.168826063
217	0.16800343
218	0.1671054473
219	0.1661820319
220	0.1647580147
221	0.1640342328
222	0.1632909838
223	0.1623541958
224	0.1615333975
225	0.1608424276
226	0.1600419807
227	0.1596356046
228	0.158815707
229	0.157692892
230	0.1570198081
231	0.1562554048
232	0.1554358336
233	0.1545818533
234	0.1538277589
235	0.1528363218
236	0.151931089
237	0.1508132674
238	0.1502586184
239	0.1495963298
240	0.1489451933
241	0.1482118035
242	0.1473553716
243	0.1466846136
244	0.1460131029
245	0.1452173841
246	0.1441612412
247	0.1436764274
248	0.1430559356
249	0.1423700864
250	0.141753888
251	0.1412300159
252	0.1404361788
253	0.1400808892
254	0.139430344
255	0.1387685048
256	0.1382398899
257	0.1375611338
258	0.1368511109
259	0.1360032979
260	0.1354672743
261	0.134887325
262	0.1341385559
263	0.133702152
264	0.1332078858
265	0.1323892789
266	0.1318793555
267	0.1314574394
268	0.131098758
269	0.130488062
270	0.1299719347
271	0.1292218168
272	0.1287200348
273	0.1282751936
274	0.1277280834
275	0.1271088521
276	0.1266372067
277	0.126253995
278	0.1260393202
279	0.1255714978
280	0.1249707054
281	0.1244871751
282	0.1237601183
283	0.1230397524
284	0.1222888038
285	0.1218308566
286	0.1211784052
287	0.1206399673
288	0.1202911927
289	0.1198335838
290	0.1192919645
291	0.1188596526
292	0.118477202
293	0.1176834486
294	0.1171223643
295	0.1165564499
296	0.1158633442
297	0.1153609362
298	0.1149596566
299	0.1146340819
300	0.1140584411
301	0.1136138864
302	0.1130730689
303	0.1127228328
304	0.112494019
305	0.1120586829
306	0.1116091191
307	0.111152713
308	0.1105822327
309	0.1101439745
310	0.1098128151
311	0.1093738996
312	0.1090886343
313	0.1085943597
314	0.108171587
315	0.1077731901
316	0.107234431
317	0.1070818998
318	0.1068510464
319	0.1063632111
320	0.1056800066
321	0.1052564314
322	0.1048075025
323	0.1045932534
324	0.1041991941
325	0.1038208577
326	0.1034329638
327	0.1031713168
328	0.1027243661
329	0.1021994661
330	0.1017384334
331	0.1012415494
332	0.1010968825
333	0.1007840335
334	0.1002720846
335	0.09985348477
336	0.09951393807
337	0.09922219356
338	0.09889522857
339	0.09837176366
340	0.09801105819
341	0.09766432362
342	0.09726665316
343	0.09691949419
344	0.09655759433
345	0.09636063436
346	0.09596211924
347	0.09567104744
348	0.09527288405
349	0.09484874464
350	0.09470022585
351	0.09435112502
352	0.09404685502
353	0.09370541677
354	0.09333656226
355	0.09296966496
356	0.09265831293
357	0.09230691155
358	0.09189691106
359	0.09156111527
360	0.09131960331
361	0.09094830146
362	0.09064071977
363	0.09029407938
364	0.09001464316
365	0.08971866625
366	0.08939336242
367	0.0890913468
368	0.08868435118
369	0.08848029865
370	0.08808631755
371	0.08768050046
372	0.08737952818
373	0.08713897553
374	0.08690312674
375	0.08660849086
376	0.08630906023
377	0.08610676559
378	0.08585961502
379	0.08562279863
380	0.08530785698
381	0.0849832295
382	0.0846421358
383	0.08435680894
384	0.08404727453
385	0.08371167366
386	0.08338928485
387	0.08313103222
388	0.08282870359
389	0.08264880683
390	0.08237529175
391	0.08211267313
392	0.08180308512
393	0.08138418577
394	0.08106885056
395	0.08091681049
396	0.08051537513
397	0.08030385034
398	0.0800185346
399	0.07987303062
400	0.07948335923
401	0.07919208802
402	0.07886171925
403	0.0786350283
404	0.07833815244
405	0.0781160604
406	0.07788548501
407	0.07763014204
408	0.07740998485
409	0.07713854887
410	0.07689191257
411	0.07678654471
412	0.07648814709
413	0.07627824313
414	0.07616828795
415	0.07583515938
416	0.0757023693
417	0.07549801602
418	0.07531703136
419	0.07508215176
420	0.07491551107
421	0.07473726736
422	0.07453818904
423	0.07416850549
424	0.07387830272
425	0.07369235619
426	0.07339928093
427	0.07321031485
428	0.07301110552
429	0.07274638154
430	0.07253057755
431	0.07244854158
432	0.07228812518
433	0.07217081711
434	0.0719760073
435	0.07178028287
436	0.07148593486
437	0.07140822171
438	0.07125903535
439	0.071044165
440	0.07081933407
441	0.07064787673
442	0.07037600672
443	0.07008651717
444	0.06996325672
445	0.06984384914
446	0.06969595258
447	0.06937205501
448	0.06922370156
449	0.06910908191
450	0.0689622945
451	0.06877183564
452	0.06852352216
453	0.06827544108
454	0.06806210506
455	0.06788800924
456	0.0676676662
457	0.06747958118
458	0.06735210638
459	0.06720503085
460	0.06700492538
461	0.06665029809
462	0.06652688998
463	0.066349439
464	0.06617622382
465	0.06604252494
466	0.06583502709
467	0.0656518232
468	0.06549781313
469	0.06538062507
470	0.06520952684
471	0.06487192451
472	0.06470786911
473	0.06463570244
474	0.06445051963
475	0.06436201064
476	0.06422885462
477	0.0641070834
478	0.06384268422
479	0.06373729117
480	0.06350648465
481	0.06337330233
482	0.06320182356
483	0.06304111743
484	0.06290751725
485	0.06271278374
486	0.06253418011
487	0.06237619948
488	0.06212614053
489	0.06200419502
490	0.06181490766
491	0.06171527962
492	0.0615131661
493	0.0614011615
494	0.06122984007
495	0.06100663352
496	0.06088601422
497	0.06082294967
498	0.06066567569
499	0.06060536273
500	0.06043057321
501	0.06028947998
502	0.06016560993
503	0.060039119
504	0.05987416087
505	0.0597535031
506	0.05961348464
507	0.05947607364
508	0.05933503595
509	0.05919983021
510	0.0590841892
511	0.05895210338
512	0.05879278178
513	0.05871541665
514	0.05858032235
515	0.05842061152
516	0.05825120237
517	0.05811447383
518	0.0580268247
519	0.05780777687
520	0.05770223626
521	0.05749264721
522	0.05739773383
523	0.05723576264
524	0.05712072886
525	0.05698219242
526	0.05682363141
527	0.05677402059
528	0.0566263578
529	0.0564717195
530	0.05631552293
531	0.05617890539
532	0.05602734329
533	0.05600918977
534	0.05585791462
535	0.05572466964
536	0.05561441064
537	0.05546404891
538	0.05521838015
539	0.05510777549
540	0.05498334787
541	0.0549034371
542	0.05482240539
543	0.05472176257
544	0.05459027446
545	0.05445491477
546	0.05434374415
547	0.0542051413
548	0.05404435266
549	0.0539660072
550	0.05380221115
551	0.05369169911
552	0.05357930018
553	0.05344642175
554	0.05336657637
555	0.05321104552
556	0.05306959545
557	0.05299234595
558	0.05285093941
559	0.05269086842
560	0.05258934762
561	0.05246771488
562	0.05231948765
563	0.05222485139
564	0.05210503157
565	0.05200715348
566	0.05190581524
567	0.05169881854
568	0.0516026643
569	0.05146991874
570	0.05132834897
571	0.05120151045
572	0.05107793034
573	0.05094056218
574	0.0507853464
575	0.05070232383
576	0.05058926608
577	0.05045580655
578	0.05035715777
579	0.05026287588
580	0.05014564887
581	0.05003619628
582	0.04989782437
583	0.04979440775
584	0.04968986937
585	0.0495121016
586	0.04943786012
587	0.04931040198
588	0.04916271975
589	0.04902638211
590	0.04894417129
591	0.04875856835
592	0.048681518
593	0.04857380628
594	0.04847093326
595	0.04832592725
596	0.04820613968
597	0.04813175349
598	0.04800970897
599	0.04790434676
600	0.0478668821
601	0.04773475417
602	0.04763250312
603	0.04750992562
604	0.0474063507
605	0.04733822617
606	0.04722359796
607	0.047129812
608	0.04704454891
609	0.04699374744
610	0.0468631375
611	0.04677764784
612	0.04671040256
613	0.04658999267
614	0.04650759534
615	0.04640415207
616	0.04634116472
617	0.04628143022
618	0.04619615426
619	0.04611061949
620	0.04595679849
621	0.04585123399
622	0.04575190056
623	0.04564550103
624	0.04557175669
625	0.04545031659
626	0.04537069245
627	0.04525873178
628	0.04517972255
629	0.04510315105
630	0.04500827532
631	0.04494499192
632	0.04488758599
633	0.04480024592
634	0.04470883457
635	0.0446703073
636	0.04462985131
637	0.04452249804
638	0.04441719337
639	0.04432292899
640	0.04425674746
641	0.04422384182
642	0.04412029461
643	0.04404079719
644	0.04400378857
645	0.04389179714
646	0.04382364458
647	0.04369221035
648	0.04362360555
649	0.04355168238
650	0.04346696309
651	0.04338462888
652	0.04330944814
653	0.04322469406
654	0.0431572198
655	0.04311431949
656	0.04305280707
657	0.04297960909
658	0.04292665807
659	0.04287202718
660	0.04280485972
661	0.04272551099
662	0.0426783767
663	0.04259334225
664	0.04248953634
665	0.04237888251
666	0.04228841667
667	0.04220485867
668	0.04213370587
669	0.0420933868
670	0.04202720132
671	0.04194721838
672	0.04186075414
673	0.0418081295
674	0.04171236755
675	0.04163255453
676	0.04156335408
677	0.04149420494
678	0.04144281311
679	0.04138003512
680	0.04132440146
681	0.04126324535
682	0.04121243026
683	0.0411351104
684	0.04105769207
685	0.04101261011
686	0.04092344322
687	0.0408406556
688	0.0407898188
689	0.04070500586
690	0.04061375903
691	0.04052908971
692	0.04043858897
693	0.04035827518
694	0.04025717816
695	0.04019360395
696	0.04010802792
697	0.04003729902
698	0.0399627403
699	0.03990150304
700	0.03982852184
701	0.03974082989
702	0.03968450324
703	0.03964057964
704	0.0395413863
705	0.03945604841
706	0.03940819711
707	0.039350233
708	0.03930835352
709	0.03925789457
710	0.03914816683
711	0.03909489332
712	0.03900111196
713	0.03896577568
714	0.03890684487
715	0.03886599767
716	0.03878799864
717	0.03870672072
718	0.03863971314
719	0.03851487041
720	0.03846551265
721	0.03839137957
722	0.03834085822
723	0.03827772619
724	0.03825249007
725	0.0381813502
726	0.03808396777
727	0.03800062014
728	0.0379410908
729	0.03791197142
730	0.03784521319
731	0.03777851076
732	0.03767079318
733	0.03756890408
734	0.03751908604
735	0.03746197473
736	0.03738786471
737	0.0373297585
738	0.03727222678
739	0.03722118211
740	0.03720340645
741	0.03717580505
742	0.03709148214
743	0.0370022011
744	0.03697107996
745	0.03692787893
746	0.03683327
747	0.0367527672
748	0.03669330924
749	0.03661184213
750	0.03655060222
751	0.0365063647
752	0.03644421792
753	0.03638525735
754	0.03632887851
755	0.0362793263
756	0.03622285093
757	0.03614900414
758	0.03608422255
759	0.03597615276
760	0.03592687333
761	0.03585993472
762	0.03581246896
763	0.03574636674
764	0.03569213369
765	0.03562914416
766	0.03554521034
767	0.03548394685
768	0.03541257895
769	0.03536013695
770	0.03530295939
771	0.03522794324
772	0.03516746666
773	0.03510754781
774	0.03505459797
775	0.03501637746
776	0.03497170202
777	0.03492602388
778	0.03487389006
779	0.03481517307
780	0.03477863614
781	0.03471926707
782	0.03466989844
783	0.03464754179
784	0.03460782982
785	0.03458395224
786	0.0345169442
787	0.03445613129
788	0.0344085369
789	0.03433855355
790	0.03428174391
791	0.0342128974
792	0.03416737777
793	0.03412830318
794	0.03408857263
795	0.0340302207
796	0.0339566716
797	0.03389595675
798	0.03384205607
799	0.03377634007
800	0.03371527013
801	0.03366367024
802	0.03360346478
803	0.03354178638
804	0.03347634428
805	0.03341955003
806	0.0334038856
807	0.03334864993
808	0.03330416901
809	0.03324471372
810	0.03320789496
811	0.03314626021
812	0.03311617281
813	0.03305811454
814	0.03300555899
815	0.03295757935
816	0.03291179447
817	0.03286834413
818	0.03279542618
819	0.03273931794
820	0.03270099259
821	0.03266531251
822	0.03260762722
823	0.03256472559
824	0.03251342981
825	0.03244567667
826	0.03241826775
827	0.03237148821
828	0.03232817275
829	0.03229813723
830	0.03226531129
831	0.03219803497
832	0.03215376041
833	0.03211296841
834	0.0320824041
835	0.03201382686
836	0.03195736077
837	0.03189229984
838	0.03184854342
839	0.03179816199
840	0.03175775588
841	0.03170251576
842	0.03165608445
843	0.0316051263
844	0.03154762199
845	0.03150680921
846	0.03146565356
847	0.03144289835
848	0.0313930661
849	0.03134303594
850	0.03132540112
851	0.03125892032
852	0.03118610518
853	0.03112247896
854	0.03109393396
855	0.03107524102
856	0.03103742398
857	0.03099352882
858	0.03094447159
859	0.03091695769
860	0.03086551773
861	0.03083179494
862	0.03078438566
863	0.03074402573
864	0.030693552
865	0.03063552008
866	0.03061160424
867	0.03058370295
868	0.03054937318
869	0.03050666522
870	0.0304696928
871	0.03042293544
872	0.0303690153
873	0.03031109003
874	0.03029052945
875	0.03025710095
876	0.03023067045
877	0.03017839423
878	0.03013796019
879	0.03009918669
880	0.03004873067
881	0.03001251112
882	0.02997544495
883	0.02992523736
884	0.02987393596
885	0.02983390142
886	0.02978987523
887	0.02976422604
888	0.0297270899
889	0.02969293603
890	0.0296523682
891	0.02960963681
892	0.02957367019
893	0.02954062604
894	0.02949852092
895	0.02945678061
896	0.02942428714
897	0.02937005732
898	0.02935023684
899	0.02930980601
900	0.0292518312
901	0.02920964134
902	0.02917379691
903	0.02912369439
904	0.02909395388
905	0.02904143065
906	0.02898751006
907	0.02896862777
908	0.02894345333
909	0.02890367064
910	0.02885780214
911	0.02882082861
912	0.02879446853
913	0.02872164614
914	0.02868652264
915	0.02862162736
916	0.02858042554
917	0.02852299128
918	0.02848856309
919	0.02846636697
920	0.02843876922
921	0.02839889917
922	0.02835573289
923	0.02832360146
924	0.02827736036
925	0.02825475203
926	0.02819822126
927	0.0281714603
928	0.02814009402
929	0.02810662012
930	0.0280646612
931	0.02801148509
932	0.02797049561
933	0.02793474516
934	0.02788901617
935	0.02787571295
936	0.02785698523
937	0.02781490583
938	0.02777901058
939	0.02771060436
940	0.0276927226
941	0.0276544131
942	0.02760953283
943	0.02758592233
944	0.02754941418
945	0.02751533698
946	0.02747810161
947	0.02743985634
948	0.02741656908
949	0.02739537864
950	0.02734389742
951	0.02730253741
952	0.02727890499
953	0.0272510209
954	0.02721875193
955	0.02719442916
956	0.02716158589
957	0.02711698706
958	0.02707721519
959	0.02703760533
960	0.02698302146
961	0.02695691027
962	0.02694087725
963	0.02690850448
964	0.0268815288
965	0.02683999089
966	0.02680136083
967	0.02677568769
968	0.02673227205
969	0.02669969631
970	0.026678562
971	0.02664227864
972	0.02662767999
973	0.02659138548
974	0.02653881641
975	0.02651092899
976	0.02646848905
977	0.0264209949
978	0.02638835389
979	0.02637501352
980	0.02635679888
981	0.02633888653
982	0.02630557481
983	0.02627792819
984	0.02626100003
985	0.02620706023
986	0.02618586382
987	0.02615589325
988	0.02614491386
989	0.02612244274
990	0.02607884256
991	0.02605589063
992	0.02602880807
993	0.02599486285
994	0.02596175206
995	0.02594065469
996	0.02591014826
997	0.02587555872
998	0.02584850641
999	0.02579322933
